Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad,ventas_log,ventas_lag_1,ventas_lag_7,ventas_media_7d,ventas_std_7d,dias_cobertura,promo_x_ventas,leadtime_x_ventas,clima_encoded,target_demanda_7d
2024-04-11,HZ-Atun-Agua-140g,CEDI_Occidente,91,1229,5,0,23.14,Despejado,8000,10.26,4.5217885770490405,106.0,95.0,100.28571428571429,6.775305299745656,13.358695652173912,0,455,0.0,667.0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Occidente,78,1084,5,0,23.23,Despejado,8000,8.9,4.3694478524670215,91.0,90.0,99.71428571428571,7.432233529572048,13.721518987341772,0,390,0.0,679.0
2024-04-13,HZ-Atun-Agua-140g,CEDI_Occidente,107,316,5,0,23.52,Despejado,8000,11.31,4.68213122712422,78.0,101.0,98.0,10.708252269472672,2.925925925925926,0,535,0.0,683.0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Occidente,105,922,5,0,23.52,Lluvia,8000,8.17,4.663439094112067,107.0,96.0,98.85714285714286,11.216484467493533,8.69811320754717,0,525,0.0,668.0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Occidente,89,218,5,0,23.96,Despejado,8000,13.23,4.499809670330265,105.0,107.0,100.14285714285714,11.34942834725712,2.422222222222222,0,445,0.0,697.0
2024-04-16,HZ-Atun-Agua-140g,CEDI_Occidente,81,1349,5,0,23.07,Despejado,8000,9.96,4.406719247264253,89.0,107.0,97.57142857142857,11.573779890441193,16.451219512195124,0,405,0.0,704.0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Occidente,99,1459,5,0,23.52,Despejado,8000,11.19,4.605170185988092,81.0,106.0,93.85714285714286,12.198750911856683,14.59,0,495,0.0,706.0
2024-04-18,HZ-Atun-Agua-140g,CEDI_Occidente,108,792,5,0,23.23,Despejado,8000,9.74,4.6913478822291435,99.0,91.0,92.85714285714286,11.29053543797596,7.26605504587156,0,540,0.0,696.0
2024-04-19,HZ-Atun-Agua-140g,CEDI_Occidente,90,553,5,0,22.93,Despejado,8000,12.1,4.51085950651685,108.0,78.0,95.28571428571429,12.579272444704246,6.076923076923077,0,450,0.0,701.0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Occidente,111,1270,5,0,23.86,Despejado,8000,9.42,4.718498871295094,90.0,107.0,97.0,10.472185381603348,11.339285714285714,0,555,0.0,691.0
2024-04-21,HZ-Atun-Agua-140g,CEDI_Occidente,90,307,5,0,24.15,Lluvia,8000,10.79,4.51085950651685,111.0,105.0,97.57142857142857,11.193110125685104,3.3736263736263736,0,450,0.0,692.0
2024-04-22,HZ-Atun-Agua-140g,CEDI_Occidente,118,818,5,0,23.83,Despejado,8000,10.66,4.77912349311153,90.0,89.0,95.42857142857143,10.967484410096722,6.873949579831932,0,590,0.0,667.0
2024-03-08,HZ-Atun-Agua-140g,CEDI_Sur,106,963,5,0,23.85,Despejado,8000,9.44,4.672828834461906,88.0,106.0,103.85714285714286,13.96935421352244,9.0,0,530,0.0,688.0
2024-03-09,HZ-Atun-Agua-140g,CEDI_Sur,107,1626,5,0,24.7,Lluvia,8000,10.48,4.68213122712422,106.0,118.0,103.85714285714286,13.96935421352244,15.055555555555555,0,535,0.0,691.0
2024-03-10,HZ-Atun-Agua-140g,CEDI_Sur,94,1279,5,0,23.26,Despejado,8000,8.04,4.553876891600541,107.0,95.0,102.28571428571429,12.671678206592393,13.463157894736842,0,470,0.0,692.0
2024-03-11,HZ-Atun-Agua-140g,CEDI_Sur,103,699,5,0,23.23,Despejado,8000,10.66,4.6443908991413725,94.0,124.0,102.14285714285714,12.772738827004064,6.721153846153846,0,515,0.0,674.0
2024-03-12,HZ-Atun-Agua-140g,CEDI_Sur,103,1032,5,0,23.19,Despejado,8000,10.2,4.6443908991413725,103.0,107.0,99.14285714285714,8.552359741197579,9.923076923076923,0,515,0.0,665.0
2024-03-13,HZ-Atun-Agua-140g,CEDI_Sur,101,819,5,0,23.91,Despejado,8000,11.08,4.624972813284271,103.0,89.0,98.57142857142857,8.059303999253343,8.029411764705882,0,505,0.0,658.0
2024-03-14,HZ-Atun-Agua-140g,CEDI_Sur,88,1692,5,0,22.29,Despejado,8000,11.38,4.48863636973214,101.0,88.0,100.28571428571429,6.8729975438737965,19.01123595505618,0,440,0.0,677.0
2024-03-15,HZ-Atun-Agua-140g,CEDI_Sur,92,90,5,0,23.72,Despejado,8000,9.29,4.532599493153256,88.0,106.0,100.28571428571429,6.8729975438737965,0.967741935483871,0,460,0.0,694.0
2024-03-16,HZ-Atun-Agua-140g,CEDI_Sur,110,1644,5,0,23.49,Lluvia,8000,11.58,4.709530201312334,92.0,107.0,98.28571428571429,6.969320524371693,14.81081081081081,0,550,0.0,676.0
2024-03-17,HZ-Atun-Agua-140g,CEDI_Sur,95,1353,5,1,23.66,Despejado,8000,10.14,4.564348191467836,110.0,94.0,98.71428571428571,7.653197277702211,14.09375,95,475,0.0,695.0
2024-03-18,HZ-Atun-Agua-140g,CEDI_Sur,85,1934,5,0,23.98,Despejado,8000,9.47,4.454347296253507,95.0,103.0,98.85714285714286,7.559289460184543,22.488372093023255,0,425,0.0,718.0
2024-03-19,HZ-Atun-Agua-140g,CEDI_Sur,94,510,5,0,22.85,Despejado,8000,12.08,4.553876891600541,85.0,103.0,96.28571428571429,8.864052604279182,5.368421052631579,0,470,0.0,726.0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Sur,94,1588,5,1,24.05,Despejado,8000,9.59,4.553876891600541,94.0,101.0,95.0,8.366600265340756,16.71578947368421,94,470,0.0,729.0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Sur,107,1865,5,0,23.54,Despejado,8000,10.9,4.68213122712422,94.0,88.0,94.0,7.937253933193773,17.26851851851852,0,535,0.0,721.0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Sur,109,1250,5,0,23.39,Despejado,8000,9.65,4.700480365792417,107.0,92.0,96.71428571428571,8.750510189207747,11.363636363636363,0,545,0.0,701.0
2024-03-23,HZ-Atun-Agua-140g,CEDI_Sur,92,1862,5,0,23.6,Despejado,8000,11.44,4.532599493153256,109.0,110.0,99.14285714285714,9.546876826630644,20.021505376344088,0,460,0.0,698.0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Sur,114,994,5,0,23.58,Despejado,8000,11.27,4.74493212836325,92.0,95.0,96.57142857142857,8.502100580780864,8.643478260869566,0,570,0.0,678.0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Sur,108,1075,5,0,24.44,Tormenta,8000,10.62,4.6913478822291435,114.0,85.0,99.28571428571429,10.672617387724623,9.862385321100918,0,540,3.0,662.0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Sur,102,1518,5,0,24.18,Despejado,8000,10.14,4.634728988229636,108.0,94.0,102.57142857142857,8.941609528064904,14.737864077669903,0,510,0.0,665.0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Sur,97,1098,5,0,22.93,Despejado,8000,10.84,4.584967478670572,102.0,94.0,103.71428571428571,8.138678961483574,11.204081632653061,0,485,0.0,666.0
2024-03-28,HZ-Atun-Agua-140g,CEDI_Sur,99,1508,5,0,23.23,Despejado,8000,9.63,4.605170185988092,97.0,107.0,104.14285714285714,7.603257447273763,15.08,0,495,0.0,665.0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Sur,89,322,5,0,23.43,Tormenta,8000,11.56,4.499809670330265,99.0,109.0,103.0,7.702813338860902,3.577777777777778,0,445,3.0,688.0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Sur,89,1739,5,0,23.04,Despejado,8000,11.0,4.499809670330265,89.0,92.0,100.14285714285714,8.745066636463697,19.322222222222223,0,445,0.0,699.0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Sur,94,1282,5,0,24.65,Despejado,8000,9.02,4.553876891600541,89.0,114.0,99.71428571428571,9.268482179125225,13.494736842105263,0,470,0.0,705.0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Sur,92,1422,5,0,24.01,Despejado,8000,10.34,4.532599493153256,94.0,108.0,96.85714285714286,6.914443130833002,15.290322580645162,0,460,0.0,701.0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Sur,105,1131,5,0,22.87,Despejado,8000,8.71,4.663439094112067,92.0,102.0,94.57142857142857,4.995235825502212,10.669811320754716,0,525,0.0,699.0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Sur,98,795,5,1,23.88,Lluvia,8000,9.31,4.59511985013459,105.0,97.0,95.0,5.802298395176389,8.030303030303031,98,490,0.0,713.0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Sur,98,1603,5,1,23.96,Despejado,8000,12.7,4.59511985013459,98.0,99.0,95.14285714285714,5.8716429111612625,16.19191919191919,98,490,0.0,729.0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Sur,112,1475,5,0,24.41,Tormenta,8000,10.61,4.727387818712341,98.0,89.0,95.0,5.773502691896242,13.053097345132743,0,560,3.0,699.0
2024-04-06,HZ-Atun-Agua-140g,CEDI_Sur,100,227,5,0,23.54,Lluvia,8000,12.09,4.61512051684126,112.0,89.0,98.28571428571429,7.93125222803825,2.2475247524752477,0,500,0.0,692.0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Sur,100,1485,5,1,23.44,Despejado,8000,11.35,4.61512051684126,100.0,94.0,99.85714285714286,6.792853387410692,14.702970297029703,100,500,0.0,693.0
2024-04-08,HZ-Atun-Agua-140g,CEDI_Sur,88,1899,5,0,23.41,Despejado,8000,9.57,4.48863636973214,100.0,92.0,100.71428571428571,6.290582530372552,21.337078651685392,0,440,0.0,694.0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Sur,103,1718,5,0,23.57,Despejado,8000,9.78,4.6443908991413725,88.0,105.0,100.14285714285714,7.312741652498757,16.51923076923077,0,515,0.0,684.0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Sur,112,1041,5,0,23.45,Despejado,8000,9.7,4.727387818712341,103.0,98.0,99.85714285714286,7.128079952520426,9.212389380530974,0,560,0.0,662.0
2024-04-11,HZ-Atun-Agua-140g,CEDI_Sur,114,445,5,0,23.2,Despejado,8000,9.49,4.74493212836325,112.0,98.0,101.85714285714286,8.375133261199903,3.869565217391304,0,570,0.0,641.0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Sur,82,1465,5,0,23.44,Despejado,8000,11.07,4.418840607796598,114.0,112.0,104.14285714285714,9.281317640446153,17.650602409638555,0,410,0.0,661.0
2024-04-13,HZ-Atun-Agua-140g,CEDI_Sur,93,1987,5,1,22.84,Tormenta,8000,9.71,4.543294782270004,82.0,100.0,99.85714285714286,11.668027131561567,21.138297872340427,93,465,3.0,659.0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Sur,101,604,5,0,23.6,Despejado,8000,9.73,4.624972813284271,93.0,100.0,98.85714285714286,11.950293879630053,5.921568627450981,0,505,0.0,692.0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Sur,89,1235,5,1,23.0,Despejado,8000,9.52,4.499809670330265,101.0,88.0,99.0,11.972189997378633,13.722222222222221,89,445,0.0,707.0
2024-04-16,HZ-Atun-Agua-140g,CEDI_Sur,93,1538,5,0,23.25,Tormenta,8000,11.71,4.543294782270004,89.0,103.0,99.14285714285714,11.824107738409841,16.361702127659573,0,465,3.0,700.0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Sur,90,1913,5,0,23.35,Despejado,8000,8.61,4.51085950651685,93.0,112.0,97.71428571428571,11.884363476353911,21.021978021978022,0,450,0.0,725.0
2024-04-18,HZ-Atun-Agua-140g,CEDI_Sur,93,1035,5,1,23.46,Despejado,8000,8.62,4.543294782270004,90.0,114.0,94.57142857142857,10.277112805600952,11.01063829787234,93,465,0.0,735.0
2024-04-19,HZ-Atun-Agua-140g,CEDI_Sur,102,1620,5,0,22.87,Lluvia,8000,10.67,4.634728988229636,93.0,82.0,91.57142857142857,5.711308748355929,15.728155339805825,0,510,0.0,735.0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Sur,91,1170,5,1,23.82,Despejado,8000,9.4,4.5217885770490405,102.0,93.0,94.42857142857143,5.094347941825376,12.717391304347826,91,455,0.0,743.0
2024-04-21,HZ-Atun-Agua-140g,CEDI_Sur,134,744,5,0,23.75,Despejado,8000,9.61,4.90527477843843,91.0,101.0,94.14285714285714,5.241773600241615,5.511111111111111,0,670,0.0,710.0
2024-04-22,HZ-Atun-Agua-140g,CEDI_Sur,104,733,5,0,23.49,Despejado,8000,11.18,4.653960350157523,134.0,89.0,98.85714285714286,16.07719473279435,6.980952380952381,0,520,0.0,705.0
2024-03-08,HZ-Champiñones-380g,CEDI_Bajio,95,409,5,0,23.82,Lluvia,8000,12.66,4.564348191467836,79.0,91.0,94.85714285714286,10.761483346152788,4.260416666666667,0,475,0.0,681.0
2024-03-09,HZ-Champiñones-380g,CEDI_Bajio,80,958,5,0,22.72,Despejado,8000,11.55,4.394449154672439,95.0,96.0,95.42857142857143,10.627905765125176,11.82716049382716,0,400,0.0,689.0
2024-03-10,HZ-Champiñones-380g,CEDI_Bajio,105,1667,5,1,23.89,Despejado,8000,10.11,4.663439094112067,80.0,111.0,93.14285714285714,12.102734834581419,15.726415094339623,105,525,0.0,683.0
2024-03-11,HZ-Champiñones-380g,CEDI_Bajio,80,1621,5,1,24.16,Despejado,8000,11.19,4.394449154672439,105.0,92.0,92.28571428571429,10.765907388825243,20.012345679012345,80,400,0.0,688.0
2024-03-12,HZ-Champiñones-380g,CEDI_Bajio,104,1841,5,0,22.9,Despejado,8000,10.46,4.653960350157523,80.0,89.0,90.57142857142857,11.73111450882003,17.533333333333335,0,520,0.0,707.0
2024-03-13,HZ-Champiñones-380g,CEDI_Bajio,108,1985,5,0,23.86,Tormenta,8000,10.13,4.6913478822291435,104.0,106.0,92.71428571428571,12.724180205607036,18.211009174311926,0,540,3.0,718.0
2024-03-14,HZ-Champiñones-380g,CEDI_Bajio,105,891,5,0,24.38,Despejado,8000,9.47,4.663439094112067,108.0,79.0,93.0,13.089435944047905,8.40566037735849,0,525,0.0,698.0
2024-03-15,HZ-Champiñones-380g,CEDI_Bajio,99,889,5,0,24.15,Despejado,8000,10.12,4.605170185988092,105.0,95.0,96.71428571428571,12.106668764421867,8.89,0,495,0.0,694.0
2024-03-16,HZ-Champiñones-380g,CEDI_Bajio,88,503,5,0,22.93,Despejado,8000,10.61,4.48863636973214,99.0,80.0,97.28571428571429,12.106668764421864,5.651685393258427,0,440,0.0,714.0
2024-03-17,HZ-Champiñones-380g,CEDI_Bajio,99,1760,5,0,23.78,Despejado,8000,10.59,4.605170185988092,88.0,105.0,98.42857142857143,10.469911538262727,17.6,0,495,0.0,701.0
2024-03-18,HZ-Champiñones-380g,CEDI_Bajio,85,920,5,0,22.78,Despejado,8000,8.2,4.454347296253507,99.0,80.0,97.57142857142857,10.080627342534148,10.69767441860465,0,425,0.0,717.0
2024-03-19,HZ-Champiñones-380g,CEDI_Bajio,123,1405,5,0,24.51,Despejado,8000,9.14,4.820281565605037,85.0,104.0,98.28571428571429,8.712333895389987,11.330645161290322,0,615,0.0,693.0
2024-03-20,HZ-Champiñones-380g,CEDI_Bajio,119,153,5,0,23.29,Despejado,8000,11.44,4.787491742782046,123.0,108.0,101.0,12.79322737493029,1.275,0,595,0.0,679.0
2024-03-21,HZ-Champiñones-380g,CEDI_Bajio,85,103,5,0,23.68,Lluvia,8000,10.8,4.454347296253507,119.0,105.0,102.57142857142857,14.374249462808365,1.197674418604651,0,425,0.0,709.0
2024-03-22,HZ-Champiñones-380g,CEDI_Bajio,95,1737,5,0,22.45,Despejado,8000,11.91,4.564348191467836,85.0,99.0,99.71428571428571,15.734402707806476,18.09375,0,475,0.0,717.0
2024-03-23,HZ-Champiñones-380g,CEDI_Bajio,108,1413,5,0,23.18,Despejado,8000,10.96,4.6913478822291435,95.0,88.0,99.14285714285714,15.83696700159229,12.963302752293577,0,540,0.0,719.0
2024-03-24,HZ-Champiñones-380g,CEDI_Bajio,86,1992,5,0,22.9,Despejado,8000,9.46,4.465908118654584,108.0,99.0,102.0,15.286159317064104,22.896551724137932,0,430,0.0,740.0
2024-03-25,HZ-Champiñones-380g,CEDI_Bajio,101,276,5,0,23.0,Despejado,8000,9.27,4.624972813284271,86.0,85.0,100.14285714285714,16.456291313948082,2.7058823529411766,0,505,0.0,747.0
2024-03-26,HZ-Champiñones-380g,CEDI_Bajio,99,759,5,0,22.73,Tormenta,8000,11.59,4.605170185988092,101.0,123.0,102.42857142857143,15.053871515960491,7.59,0,495,3.0,738.0
2024-03-27,HZ-Champiñones-380g,CEDI_Bajio,105,1454,5,0,22.98,Despejado,8000,8.87,4.663439094112067,99.0,119.0,99.0,12.013880860626712,13.716981132075471,0,525,0.0,740.0
2024-03-28,HZ-Champiñones-380g,CEDI_Bajio,115,817,5,0,23.04,Despejado,8000,11.86,4.7535901911063645,105.0,85.0,97.0,8.888194417315574,7.043103448275862,0,575,0.0,723.0
2024-03-29,HZ-Champiñones-380g,CEDI_Bajio,103,353,5,0,23.64,Despejado,8000,7.16,4.6443908991413725,115.0,95.0,101.28571428571429,9.357960705806992,3.394230769230769,0,515,0.0,746.0
2024-03-30,HZ-Champiñones-380g,CEDI_Bajio,110,488,5,0,23.11,Despejado,8000,11.9,4.709530201312334,103.0,108.0,102.42857142857143,8.941609528064838,4.396396396396397,0,550,0.0,736.0
2024-03-31,HZ-Champiñones-380g,CEDI_Bajio,107,1172,5,0,24.15,Despejado,8000,11.26,4.68213122712422,110.0,86.0,102.71428571428571,9.178131358729518,10.851851851851851,0,535,0.0,724.0
2024-04-01,HZ-Champiñones-380g,CEDI_Bajio,108,1682,5,0,23.44,Despejado,8000,11.24,4.6913478822291435,107.0,101.0,105.71428571428571,5.498917642417797,15.431192660550458,0,540,0.0,709.0
2024-04-02,HZ-Champiñones-380g,CEDI_Bajio,90,547,5,0,23.67,Despejado,8000,8.16,4.51085950651685,108.0,99.0,106.71428571428571,5.122313465426882,6.010989010989011,0,450,0.0,731.0
2024-04-03,HZ-Champiñones-380g,CEDI_Bajio,107,1576,5,0,23.52,Despejado,8000,11.27,4.68213122712422,90.0,105.0,105.42857142857143,7.807200583588168,14.592592592592593,0,535,0.0,733.0
2024-04-04,HZ-Champiñones-380g,CEDI_Bajio,98,1058,5,1,23.31,Despejado,8000,10.19,4.59511985013459,107.0,115.0,105.71428571428571,7.825477316949661,10.686868686868687,98,490,0.0,744.0
2024-04-05,HZ-Champiñones-380g,CEDI_Bajio,126,965,5,0,23.34,Despejado,8000,11.01,4.844187086458591,98.0,103.0,103.28571428571429,7.064330251677133,7.5984251968503935,0,630,0.0,728.0
2024-04-06,HZ-Champiñones-380g,CEDI_Bajio,100,1397,5,0,23.22,Despejado,8000,9.84,4.61512051684126,126.0,110.0,106.57142857142857,11.103410029613094,13.831683168316832,0,500,0.0,711.0
2024-04-07,HZ-Champiñones-380g,CEDI_Bajio,95,1063,5,0,23.39,Despejado,8000,11.68,4.564348191467836,100.0,107.0,105.14285714285714,11.23133372057191,11.072916666666666,0,475,0.0,722.0
2024-04-08,HZ-Champiñones-380g,CEDI_Bajio,93,1966,5,0,22.83,Lluvia,8000,9.41,4.543294782270004,95.0,108.0,103.42857142857143,11.801936887041595,20.914893617021278,0,465,0.0,717.0
2024-04-09,HZ-Champiñones-380g,CEDI_Bajio,112,753,5,0,23.74,Despejado,8000,9.44,4.727387818712341,93.0,90.0,101.28571428571429,12.188988004400844,6.663716814159292,0,560,0.0,682.0
2024-04-10,HZ-Champiñones-380g,CEDI_Bajio,109,645,5,0,23.61,Despejado,8000,10.19,4.700480365792417,112.0,107.0,104.42857142857143,11.616900660347387,5.863636363636363,0,545,0.0,676.0
2024-04-11,HZ-Champiñones-380g,CEDI_Bajio,109,985,5,0,23.09,Despejado,8000,10.23,4.700480365792417,109.0,98.0,104.71428571428571,11.71486641998507,8.954545454545455,0,545,0.0,672.0
2024-04-12,HZ-Champiñones-380g,CEDI_Bajio,110,793,5,0,23.75,Despejado,8000,11.49,4.709530201312334,109.0,126.0,106.28571428571429,11.397577019031731,7.1441441441441444,0,550,0.0,663.0
2024-04-13,HZ-Champiñones-380g,CEDI_Bajio,83,1813,5,0,23.05,Tormenta,8000,9.19,4.430816798843313,110.0,100.0,104.0,7.8315600829804035,21.583333333333332,0,415,3.0,674.0
2024-04-14,HZ-Champiñones-380g,CEDI_Bajio,106,120,5,0,22.48,Despejado,8000,9.12,4.672828834461906,83.0,95.0,101.57142857142857,11.193110125685052,1.1214953271028036,0,530,0.0,675.0
2024-04-15,HZ-Champiñones-380g,CEDI_Bajio,88,1983,5,0,23.4,Despejado,8000,9.0,4.48863636973214,106.0,93.0,103.14285714285714,10.884676865951937,22.280898876404493,0,440,0.0,684.0
2024-04-16,HZ-Champiñones-380g,CEDI_Bajio,77,962,5,1,23.73,Tormenta,8000,9.74,4.356708826689592,88.0,112.0,102.42857142857143,11.787806452108885,12.333333333333334,77,385,3.0,716.0
2024-04-17,HZ-Champiñones-380g,CEDI_Bajio,103,1283,5,0,23.43,Despejado,8000,8.53,4.6443908991413725,77.0,109.0,97.42857142857143,14.222718245318434,12.336538461538462,0,515,0.0,706.0
2024-04-18,HZ-Champiñones-380g,CEDI_Bajio,105,1355,5,0,23.18,Lluvia,8000,8.62,4.663439094112067,103.0,109.0,96.57142857142857,13.575187449376674,12.783018867924529,0,525,0.0,686.0
2024-04-19,HZ-Champiñones-380g,CEDI_Bajio,101,668,5,0,22.94,Despejado,8000,11.57,4.624972813284271,105.0,110.0,96.0,13.03840481040529,6.549019607843137,0,505,0.0,673.0
2024-04-20,HZ-Champiñones-380g,CEDI_Bajio,94,324,5,0,23.85,Lluvia,8000,9.97,4.553876891600541,101.0,83.0,94.71428571428571,11.814035236591623,3.4105263157894736,0,470,0.0,680.0
2024-04-21,HZ-Champiñones-380g,CEDI_Bajio,107,899,5,0,22.94,Lluvia,8000,9.41,4.68213122712422,94.0,106.0,96.28571428571429,10.67261738772461,8.324074074074074,0,535,0.0,673.0
2024-04-22,HZ-Champiñones-380g,CEDI_Bajio,97,1808,5,0,24.62,Despejado,8000,9.56,4.584967478670572,107.0,88.0,96.42857142857143,10.829852920779397,18.448979591836736,0,485,0.0,663.0
2024-03-08,HZ-Champiñones-380g,CEDI_Norte,113,412,3,0,23.04,Lluvia,8000,11.09,4.736198448394496,105.0,110.0,98.71428571428571,8.635475005547093,3.6140350877192984,0,339,0.0,710.0
2024-03-09,HZ-Champiñones-380g,CEDI_Norte,123,684,3,0,24.41,Lluvia,8000,10.86,4.820281565605037,113.0,94.0,99.14285714285714,9.335033858688307,5.516129032258065,0,369,0.0,667.0
2024-03-10,HZ-Champiñones-380g,CEDI_Norte,108,394,3,0,22.96,Despejado,8000,11.17,4.6913478822291435,123.0,84.0,103.28571428571429,12.552745857836381,3.614678899082569,0,324,0.0,658.0
2024-03-11,HZ-Champiñones-380g,CEDI_Norte,103,1426,3,0,23.21,Despejado,8000,10.3,4.6443908991413725,108.0,104.0,106.71428571428571,9.250482612892606,13.711538461538462,0,309,0.0,682.0
2024-03-12,HZ-Champiñones-380g,CEDI_Norte,96,1599,3,0,23.71,Despejado,8000,10.4,4.574710978503383,103.0,95.0,106.57142857142857,9.30693545798226,16.484536082474225,0,288,0.0,711.0
2024-03-13,HZ-Champiñones-380g,CEDI_Norte,99,178,3,0,23.32,Despejado,8000,11.11,4.605170185988092,96.0,99.0,106.71428571428571,9.105205209371272,1.78,0,297,0.0,713.0
2024-03-14,HZ-Champiñones-380g,CEDI_Norte,99,433,3,1,23.2,Despejado,8000,12.13,4.605170185988092,99.0,105.0,106.71428571428571,9.105205209371272,4.33,99,297,0.0,707.0
2024-03-15,HZ-Champiñones-380g,CEDI_Norte,82,491,3,0,23.0,Despejado,8000,9.82,4.418840607796598,99.0,113.0,105.85714285714286,9.564318610135816,5.9156626506024095,0,246,0.0,716.0
2024-03-16,HZ-Champiñones-380g,CEDI_Norte,80,899,3,0,24.04,Despejado,8000,11.09,4.394449154672439,82.0,123.0,101.42857142857143,12.44798702410879,11.098765432098766,0,240,0.0,742.0
2024-03-17,HZ-Champiñones-380g,CEDI_Norte,99,1831,3,0,23.63,Despejado,8000,10.16,4.605170185988092,80.0,108.0,95.28571428571429,10.48354720048333,18.31,0,297,0.0,742.0
2024-03-18,HZ-Champiñones-380g,CEDI_Norte,127,1771,3,0,23.87,Lluvia,8000,10.61,4.852030263919617,99.0,103.0,94.0,9.128709291752767,13.8359375,0,381,0.0,724.0
2024-03-19,HZ-Champiñones-380g,CEDI_Norte,125,64,3,0,23.83,Lluvia,8000,10.68,4.836281906951478,127.0,96.0,97.42857142857143,15.414896938320657,0.5079365079365079,0,375,0.0,708.0
2024-03-20,HZ-Champiñones-380g,CEDI_Norte,101,321,3,0,24.4,Despejado,8000,10.88,4.624972813284271,125.0,99.0,101.57142857142857,18.545953223072168,3.1470588235294117,0,303,0.0,708.0
2024-03-21,HZ-Champiñones-380g,CEDI_Norte,93,462,3,0,23.43,Despejado,8000,9.49,4.543294782270004,101.0,99.0,101.85714285714286,18.51511608955028,4.914893617021277,0,279,0.0,716.0
2024-03-22,HZ-Champiñones-380g,CEDI_Norte,91,1474,3,0,23.55,Lluvia,8000,11.62,4.5217885770490405,93.0,82.0,101.0,18.80602740258204,16.02173913043478,0,273,0.0,730.0
2024-03-23,HZ-Champiñones-380g,CEDI_Norte,106,907,3,0,23.46,Despejado,8000,11.04,4.672828834461906,91.0,80.0,102.28571428571429,17.556710831989434,8.476635514018692,0,318,0.0,751.0
2024-03-24,HZ-Champiñones-380g,CEDI_Norte,99,1807,3,0,23.09,Despejado,8000,8.56,4.605170185988092,106.0,99.0,106.0,14.548768561863453,18.07,0,297,0.0,752.0
2024-03-25,HZ-Champiñones-380g,CEDI_Norte,109,1793,3,0,23.62,Despejado,8000,9.61,4.700480365792417,99.0,127.0,106.0,14.548768561863453,16.3,0,327,0.0,741.0
2024-03-26,HZ-Champiñones-380g,CEDI_Norte,109,1858,3,0,22.74,Lluvia,8000,7.67,4.700480365792417,109.0,125.0,103.42857142857143,11.487052753094712,16.89090909090909,0,327,0.0,749.0
2024-03-27,HZ-Champiñones-380g,CEDI_Norte,101,332,3,0,23.22,Despejado,8000,10.88,4.624972813284271,109.0,101.0,101.14285714285714,7.312741652498772,3.2549019607843137,0,303,0.0,751.0
2024-03-28,HZ-Champiñones-380g,CEDI_Norte,101,1429,3,0,23.94,Despejado,8000,10.0,4.624972813284271,101.0,93.0,101.14285714285714,7.312741652498772,14.009803921568627,0,303,0.0,737.0
2024-03-29,HZ-Champiñones-380g,CEDI_Norte,105,693,3,0,23.54,Despejado,8000,9.82,4.663439094112067,101.0,91.0,102.28571428571429,6.395683067879599,6.537735849056604,0,315,0.0,733.0
2024-03-30,HZ-Champiñones-380g,CEDI_Norte,127,478,3,0,23.81,Despejado,8000,11.54,4.852030263919617,105.0,106.0,104.28571428571429,4.029651999626637,3.734375,0,381,0.0,704.0
2024-03-31,HZ-Champiñones-380g,CEDI_Norte,100,1147,3,1,23.51,Despejado,8000,9.92,4.61512051684126,127.0,99.0,107.28571428571429,9.551863443229008,11.356435643564357,100,300,0.0,700.0
2024-04-01,HZ-Champiñones-380g,CEDI_Norte,98,491,3,0,23.6,Lluvia,8000,11.04,4.59511985013459,100.0,109.0,107.42857142857143,9.413769044280144,4.959595959595959,0,294,0.0,700.0
