Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad
2024-03-13,HZ-Salsa-Verde-200g,CEDI_Bajio,206,1005,5,0,23.48,Despejado,15000,10.76
2024-03-13,HZ-Salsa-Roja-200g,CEDI_Norte,207,1556,3,0,22.83,Despejado,15000,9.53
2024-03-13,HZ-Salsa-Roja-200g,CEDI_Sur,212,589,5,0,24.12,Lluvia,15000,8.3
2024-03-13,HZ-Salsa-Roja-200g,CEDI_Occidente,173,1696,5,0,23.8,Despejado,15000,11.81
2024-03-13,HZ-Salsa-Roja-200g,CEDI_Bajio,187,1455,5,0,23.98,Despejado,15000,10.45
2024-03-13,HZ-Mole-Poblano-250g,CEDI_Norte,87,819,3,0,24.26,Lluvia,8000,11.01
2024-03-13,HZ-Mole-Poblano-250g,CEDI_Sur,105,832,5,0,23.09,Despejado,8000,10.7
2024-03-13,HZ-Mole-Poblano-250g,CEDI_Occidente,101,1699,5,1,23.26,Despejado,8000,10.17
2024-03-13,HZ-Mole-Poblano-250g,CEDI_Bajio,114,171,5,0,23.42,Lluvia,8000,10.78
2024-03-13,HZ-Atun-Agua-140g,CEDI_Norte,99,1433,3,0,24.06,Despejado,8000,9.7
2024-03-13,HZ-Atun-Agua-140g,CEDI_Sur,101,819,5,0,23.91,Despejado,8000,11.08
2024-03-13,HZ-Atun-Agua-140g,CEDI_Occidente,100,510,5,0,23.9,Despejado,8000,11.35
2024-03-13,HZ-Atun-Agua-140g,CEDI_Bajio,85,1103,5,1,24.14,Despejado,8000,11.17
2024-03-13,HZ-Champiñones-380g,CEDI_Norte,99,178,3,0,23.32,Despejado,8000,11.11
2024-03-13,HZ-Champiñones-380g,CEDI_Sur,114,522,5,0,23.86,Despejado,8000,11.95
2024-03-13,HZ-Champiñones-380g,CEDI_Occidente,96,549,5,0,23.62,Lluvia,8000,10.74
2024-03-13,HZ-Champiñones-380g,CEDI_Bajio,108,1985,5,0,23.86,Tormenta,8000,10.13
2024-03-14,HZ-Salsa-Verde-200g,CEDI_Norte,194,1093,3,0,23.27,Despejado,15000,10.14
2024-03-14,HZ-Salsa-Verde-200g,CEDI_Sur,185,322,5,0,24.61,Despejado,15000,10.2
2024-03-14,HZ-Salsa-Verde-200g,CEDI_Occidente,203,949,5,0,24.76,Despejado,15000,10.16
2024-03-14,HZ-Salsa-Verde-200g,CEDI_Bajio,206,713,5,0,23.85,Lluvia,15000,11.46
2024-03-14,HZ-Salsa-Roja-200g,CEDI_Norte,201,789,3,0,23.06,Despejado,15000,11.28
2024-03-14,HZ-Salsa-Roja-200g,CEDI_Sur,172,1376,5,1,23.59,Despejado,15000,11.08
2024-03-14,HZ-Salsa-Roja-200g,CEDI_Occidente,206,448,5,0,23.31,Despejado,15000,11.59
2024-03-14,HZ-Salsa-Roja-200g,CEDI_Bajio,204,1646,5,1,23.76,Despejado,15000,9.64
2024-03-14,HZ-Mole-Poblano-250g,CEDI_Norte,102,1950,3,0,23.21,Despejado,8000,9.2
2024-03-14,HZ-Mole-Poblano-250g,CEDI_Sur,99,753,5,0,23.49,Despejado,8000,12.27
2024-03-14,HZ-Mole-Poblano-250g,CEDI_Occidente,107,1255,5,0,23.36,Tormenta,8000,9.5
2024-03-14,HZ-Mole-Poblano-250g,CEDI_Bajio,99,1481,5,0,23.01,Despejado,8000,9.61
2024-03-14,HZ-Atun-Agua-140g,CEDI_Norte,116,1921,3,0,24.08,Despejado,8000,10.26
2024-03-14,HZ-Atun-Agua-140g,CEDI_Sur,88,1692,5,0,22.29,Despejado,8000,11.38
2024-03-14,HZ-Atun-Agua-140g,CEDI_Occidente,115,1833,5,0,24.08,Lluvia,8000,10.12
2024-03-14,HZ-Atun-Agua-140g,CEDI_Bajio,104,70,5,0,22.94,Despejado,8000,11.07
2024-03-14,HZ-Champiñones-380g,CEDI_Norte,99,433,3,1,23.2,Despejado,8000,12.13
2024-03-14,HZ-Champiñones-380g,CEDI_Sur,105,1737,5,0,23.71,Despejado,8000,11.19
2024-03-14,HZ-Champiñones-380g,CEDI_Occidente,106,1015,5,0,23.38,Despejado,8000,11.65
2024-03-14,HZ-Champiñones-380g,CEDI_Bajio,105,891,5,0,24.38,Despejado,8000,9.47
2024-03-15,HZ-Salsa-Verde-200g,CEDI_Norte,172,620,3,0,23.18,Despejado,15000,9.7
2024-03-15,HZ-Salsa-Verde-200g,CEDI_Sur,193,263,5,0,23.68,Despejado,15000,9.66
2024-03-15,HZ-Salsa-Verde-200g,CEDI_Occidente,202,930,5,0,23.47,Tormenta,15000,9.76
2024-03-15,HZ-Salsa-Verde-200g,CEDI_Bajio,201,823,5,0,22.4,Despejado,15000,9.46
2024-03-15,HZ-Salsa-Roja-200g,CEDI_Norte,198,317,3,0,23.96,Despejado,15000,9.83
2024-03-15,HZ-Salsa-Roja-200g,CEDI_Sur,205,608,5,0,23.52,Despejado,15000,11.46
2024-03-15,HZ-Salsa-Roja-200g,CEDI_Occidente,202,897,5,1,23.37,Tormenta,15000,10.98
2024-03-15,HZ-Salsa-Roja-200g,CEDI_Bajio,182,1073,5,0,23.89,Despejado,15000,11.07
2024-03-15,HZ-Mole-Poblano-250g,CEDI_Norte,112,1980,3,0,23.46,Tormenta,8000,10.95
2024-03-15,HZ-Mole-Poblano-250g,CEDI_Sur,105,1333,5,1,23.69,Despejado,8000,9.73
2024-03-15,HZ-Mole-Poblano-250g,CEDI_Occidente,91,276,5,0,23.64,Despejado,8000,10.8
2024-03-15,HZ-Mole-Poblano-250g,CEDI_Bajio,106,1468,5,1,22.84,Despejado,8000,11.58
2024-03-15,HZ-Atun-Agua-140g,CEDI_Norte,110,1871,3,0,23.92,Despejado,8000,11.05
2024-03-15,HZ-Atun-Agua-140g,CEDI_Sur,92,90,5,0,23.72,Despejado,8000,9.29
2024-03-15,HZ-Atun-Agua-140g,CEDI_Occidente,102,669,5,0,23.52,Despejado,8000,10.64
2024-03-15,HZ-Atun-Agua-140g,CEDI_Bajio,105,985,5,0,23.04,Despejado,8000,11.0
2024-03-15,HZ-Champiñones-380g,CEDI_Norte,82,491,3,0,23.0,Despejado,8000,9.82
2024-03-15,HZ-Champiñones-380g,CEDI_Sur,94,1727,5,1,23.84,Despejado,8000,9.91
2024-03-15,HZ-Champiñones-380g,CEDI_Occidente,115,695,5,0,23.02,Despejado,8000,10.65
2024-03-15,HZ-Champiñones-380g,CEDI_Bajio,99,889,5,0,24.15,Despejado,8000,10.12
2024-03-16,HZ-Salsa-Verde-200g,CEDI_Norte,181,1695,3,1,23.87,Despejado,15000,11.12
2024-03-16,HZ-Salsa-Verde-200g,CEDI_Sur,192,1581,5,0,22.76,Despejado,15000,10.24
2024-03-16,HZ-Salsa-Verde-200g,CEDI_Occidente,173,314,5,0,22.56,Despejado,15000,10.2
2024-03-16,HZ-Salsa-Verde-200g,CEDI_Bajio,191,271,5,0,23.32,Despejado,15000,11.29
2024-03-16,HZ-Salsa-Roja-200g,CEDI_Norte,201,481,3,0,23.54,Despejado,15000,11.66
2024-03-16,HZ-Salsa-Roja-200g,CEDI_Sur,215,1062,5,0,23.63,Lluvia,15000,11.14
2024-03-16,HZ-Salsa-Roja-200g,CEDI_Occidente,219,1374,5,0,22.94,Despejado,15000,10.39
2024-03-16,HZ-Salsa-Roja-200g,CEDI_Bajio,184,582,5,0,24.32,Despejado,15000,11.24
2024-03-16,HZ-Mole-Poblano-250g,CEDI_Norte,100,1479,3,0,23.4,Tormenta,8000,8.75
2024-03-16,HZ-Mole-Poblano-250g,CEDI_Sur,93,263,5,0,23.28,Despejado,8000,8.29
2024-03-16,HZ-Mole-Poblano-250g,CEDI_Occidente,87,1522,5,0,24.65,Despejado,8000,9.99
2024-03-16,HZ-Mole-Poblano-250g,CEDI_Bajio,98,1762,5,0,23.35,Lluvia,8000,9.75
2024-03-16,HZ-Atun-Agua-140g,CEDI_Norte,102,1436,3,0,23.91,Despejado,8000,9.92
2024-03-16,HZ-Atun-Agua-140g,CEDI_Sur,110,1644,5,0,23.49,Lluvia,8000,11.58
2024-03-16,HZ-Atun-Agua-140g,CEDI_Occidente,93,1693,5,0,23.67,Despejado,8000,11.27
2024-03-16,HZ-Atun-Agua-140g,CEDI_Bajio,105,651,5,1,23.26,Despejado,8000,10.65
2024-03-16,HZ-Champiñones-380g,CEDI_Norte,80,899,3,0,24.04,Despejado,8000,11.09
2024-03-16,HZ-Champiñones-380g,CEDI_Sur,84,985,5,0,23.76,Despejado,8000,10.33
2024-03-16,HZ-Champiñones-380g,CEDI_Occidente,105,1916,5,0,22.93,Despejado,8000,10.51
2024-03-16,HZ-Champiñones-380g,CEDI_Bajio,88,503,5,0,22.93,Despejado,8000,10.61
2024-03-17,HZ-Salsa-Verde-200g,CEDI_Norte,197,1906,3,0,23.9,Lluvia,15000,10.3
2024-03-17,HZ-Salsa-Verde-200g,CEDI_Sur,187,1481,5,0,23.74,Despejado,15000,11.35
2024-03-17,HZ-Salsa-Verde-200g,CEDI_Occidente,207,1707,5,0,23.22,Despejado,15000,9.17
2024-03-17,HZ-Salsa-Verde-200g,CEDI_Bajio,203,72,5,0,22.58,Despejado,15000,11.67
2024-03-17,HZ-Salsa-Roja-200g,CEDI_Norte,209,728,3,0,23.72,Despejado,15000,9.47
2024-03-17,HZ-Salsa-Roja-200g,CEDI_Sur,193,963,5,0,23.22,Despejado,15000,10.29
2024-03-17,HZ-Salsa-Roja-200g,CEDI_Occidente,192,374,5,0,23.64,Despejado,15000,11.66
2024-03-17,HZ-Salsa-Roja-200g,CEDI_Bajio,179,1507,5,0,23.5,Tormenta,15000,10.02
2024-03-17,HZ-Mole-Poblano-250g,CEDI_Norte,97,412,3,0,23.37,Despejado,8000,12.1
2024-03-17,HZ-Mole-Poblano-250g,CEDI_Sur,115,219,5,0,22.19,Tormenta,8000,9.28
2024-03-17,HZ-Mole-Poblano-250g,CEDI_Occidente,101,108,5,1,22.73,Despejado,8000,9.01
2024-03-17,HZ-Mole-Poblano-250g,CEDI_Bajio,101,354,5,0,23.24,Lluvia,8000,9.82
2024-03-17,HZ-Atun-Agua-140g,CEDI_Norte,96,1182,3,0,23.42,Despejado,8000,10.03
2024-03-17,HZ-Atun-Agua-140g,CEDI_Sur,95,1353,5,1,23.66,Despejado,8000,10.14
2024-03-17,HZ-Atun-Agua-140g,CEDI_Occidente,109,1923,5,0,24.48,Despejado,8000,11.63
2024-03-17,HZ-Atun-Agua-140g,CEDI_Bajio,97,706,5,0,24.33,Despejado,8000,12.06
2024-03-17,HZ-Champiñones-380g,CEDI_Norte,99,1831,3,0,23.63,Despejado,8000,10.16
2024-03-17,HZ-Champiñones-380g,CEDI_Sur,88,1377,5,0,23.47,Despejado,8000,12.14
2024-03-17,HZ-Champiñones-380g,CEDI_Occidente,100,1289,5,0,23.87,Despejado,8000,10.69
2024-03-17,HZ-Champiñones-380g,CEDI_Bajio,99,1760,5,0,23.78,Despejado,8000,10.59
2024-03-18,HZ-Salsa-Verde-200g,CEDI_Norte,179,1922,3,0,22.99,Despejado,15000,9.71
2024-03-18,HZ-Salsa-Verde-200g,CEDI_Sur,189,992,5,0,24.48,Lluvia,15000,10.26
2024-03-18,HZ-Salsa-Verde-200g,CEDI_Occidente,208,175,5,0,23.24,Lluvia,15000,11.51
2024-03-18,HZ-Salsa-Verde-200g,CEDI_Bajio,201,1236,5,1,23.98,Despejado,15000,11.01
2024-03-18,HZ-Salsa-Roja-200g,CEDI_Norte,216,1622,3,0,23.59,Lluvia,15000,10.65
2024-03-18,HZ-Salsa-Roja-200g,CEDI_Sur,179,851,5,0,22.68,Despejado,15000,8.87
2024-03-18,HZ-Salsa-Roja-200g,CEDI_Occidente,194,237,5,0,23.14,Lluvia,15000,10.84
2024-03-18,HZ-Salsa-Roja-200g,CEDI_Bajio,189,371,5,0,22.7,Despejado,15000,9.74
2024-03-18,HZ-Mole-Poblano-250g,CEDI_Norte,93,1023,3,0,24.08,Despejado,8000,10.78
2024-03-18,HZ-Mole-Poblano-250g,CEDI_Sur,91,1476,5,0,23.07,Lluvia,8000,10.84
2024-03-18,HZ-Mole-Poblano-250g,CEDI_Occidente,100,1083,5,0,24.53,Despejado,8000,11.32
2024-03-18,HZ-Mole-Poblano-250g,CEDI_Bajio,99,102,5,0,24.03,Despejado,8000,13.26
2024-03-18,HZ-Atun-Agua-140g,CEDI_Norte,109,1704,3,0,23.02,Despejado,8000,11.44
2024-03-18,HZ-Atun-Agua-140g,CEDI_Sur,85,1934,5,0,23.98,Despejado,8000,9.47
2024-03-18,HZ-Atun-Agua-140g,CEDI_Occidente,111,374,5,1,23.42,Despejado,8000,10.65
2024-03-18,HZ-Atun-Agua-140g,CEDI_Bajio,113,1923,5,1,23.93,Despejado,8000,10.36
2024-03-18,HZ-Champiñones-380g,CEDI_Norte,127,1771,3,0,23.87,Lluvia,8000,10.61
2024-03-18,HZ-Champiñones-380g,CEDI_Sur,105,1798,5,0,23.6,Lluvia,8000,10.57
2024-03-18,HZ-Champiñones-380g,CEDI_Occidente,123,1679,5,0,24.62,Tormenta,8000,10.09
2024-03-18,HZ-Champiñones-380g,CEDI_Bajio,85,920,5,0,22.78,Despejado,8000,8.2
2024-03-19,HZ-Salsa-Verde-200g,CEDI_Norte,195,941,3,1,23.61,Despejado,15000,9.17
2024-03-19,HZ-Salsa-Verde-200g,CEDI_Sur,209,1239,5,0,23.36,Despejado,15000,10.87
2024-03-19,HZ-Salsa-Verde-200g,CEDI_Occidente,204,1801,5,1,23.69,Tormenta,15000,9.91
2024-03-19,HZ-Salsa-Verde-200g,CEDI_Bajio,169,871,5,0,23.34,Despejado,15000,11.1
2024-03-19,HZ-Salsa-Roja-200g,CEDI_Norte,171,1723,3,0,23.65,Despejado,15000,9.87
2024-03-19,HZ-Salsa-Roja-200g,CEDI_Sur,223,1922,5,0,23.39,Despejado,15000,7.86
2024-03-19,HZ-Salsa-Roja-200g,CEDI_Occidente,201,1609,5,0,24.21,Despejado,15000,9.95
2024-03-19,HZ-Salsa-Roja-200g,CEDI_Bajio,190,1677,5,1,23.84,Despejado,15000,11.09
2024-03-19,HZ-Mole-Poblano-250g,CEDI_Norte,93,1574,3,0,23.08,Despejado,8000,11.23
2024-03-19,HZ-Mole-Poblano-250g,CEDI_Sur,102,422,5,0,23.84,Despejado,8000,11.18
2024-03-19,HZ-Mole-Poblano-250g,CEDI_Occidente,97,244,5,0,23.58,Despejado,8000,11.14
2024-03-19,HZ-Mole-Poblano-250g,CEDI_Bajio,80,565,5,1,23.51,Tormenta,8000,10.73
2024-03-19,HZ-Atun-Agua-140g,CEDI_Norte,82,1644,3,0,23.92,Lluvia,8000,10.75
2024-03-19,HZ-Atun-Agua-140g,CEDI_Sur,94,510,5,0,22.85,Despejado,8000,12.08
2024-03-19,HZ-Atun-Agua-140g,CEDI_Occidente,93,613,5,0,23.65,Despejado,8000,12.25
2024-03-19,HZ-Atun-Agua-140g,CEDI_Bajio,106,1955,5,0,23.08,Despejado,8000,12.59
2024-03-19,HZ-Champiñones-380g,CEDI_Norte,125,64,3,0,23.83,Lluvia,8000,10.68
2024-03-19,HZ-Champiñones-380g,CEDI_Sur,101,1296,5,0,23.4,Despejado,8000,9.27
2024-03-19,HZ-Champiñones-380g,CEDI_Occidente,112,1655,5,0,23.49,Despejado,8000,12.78
2024-03-19,HZ-Champiñones-380g,CEDI_Bajio,123,1405,5,0,24.51,Despejado,8000,9.14
2024-03-20,HZ-Salsa-Verde-200g,CEDI_Norte,186,1644,3,0,23.08,Tormenta,15000,12.08
2024-03-20,HZ-Salsa-Verde-200g,CEDI_Sur,217,544,5,0,24.24,Tormenta,15000,10.28
2024-03-20,HZ-Salsa-Verde-200g,CEDI_Occidente,212,1117,5,0,22.87,Despejado,15000,11.1
2024-03-20,HZ-Salsa-Verde-200g,CEDI_Bajio,217,1676,5,0,23.22,Lluvia,15000,9.04
2024-03-20,HZ-Salsa-Roja-200g,CEDI_Norte,234,650,3,0,22.83,Lluvia,15000,8.9
2024-03-20,HZ-Salsa-Roja-200g,CEDI_Sur,203,323,5,1,24.12,Despejado,15000,8.58
2024-03-20,HZ-Salsa-Roja-200g,CEDI_Occidente,211,1266,5,0,23.3,Tormenta,15000,11.19
2024-03-20,HZ-Salsa-Roja-200g,CEDI_Bajio,203,996,5,0,23.96,Despejado,15000,10.03
2024-03-20,HZ-Mole-Poblano-250g,CEDI_Norte,98,203,3,1,24.21,Despejado,8000,10.09
2024-03-20,HZ-Mole-Poblano-250g,CEDI_Sur,100,270,5,0,23.87,Despejado,8000,8.87
2024-03-20,HZ-Mole-Poblano-250g,CEDI_Occidente,104,1963,5,1,22.2,Lluvia,8000,10.7
2024-03-20,HZ-Mole-Poblano-250g,CEDI_Bajio,111,1043,5,0,24.03,Despejado,8000,10.02
2024-03-20,HZ-Atun-Agua-140g,CEDI_Norte,99,677,3,0,23.85,Despejado,8000,7.94
2024-03-20,HZ-Atun-Agua-140g,CEDI_Sur,94,1588,5,1,24.05,Despejado,8000,9.59
2024-03-20,HZ-Atun-Agua-140g,CEDI_Occidente,97,1899,5,0,24.1,Lluvia,8000,9.52
2024-03-20,HZ-Atun-Agua-140g,CEDI_Bajio,90,1452,5,1,22.81,Lluvia,8000,10.04
2024-03-20,HZ-Champiñones-380g,CEDI_Norte,101,321,3,0,24.4,Despejado,8000,10.88
2024-03-20,HZ-Champiñones-380g,CEDI_Sur,109,1724,5,0,22.38,Tormenta,8000,10.21
2024-03-20,HZ-Champiñones-380g,CEDI_Occidente,104,918,5,0,24.5,Despejado,8000,13.61
2024-03-20,HZ-Champiñones-380g,CEDI_Bajio,119,153,5,0,23.29,Despejado,8000,11.44
2024-03-21,HZ-Salsa-Verde-200g,CEDI_Norte,169,631,3,0,24.03,Despejado,15000,11.44
2024-03-21,HZ-Salsa-Verde-200g,CEDI_Sur,231,1012,5,0,22.28,Tormenta,15000,10.64
2024-03-21,HZ-Salsa-Verde-200g,CEDI_Occidente,181,1874,5,1,22.74,Lluvia,15000,10.14
2024-03-21,HZ-Salsa-Verde-200g,CEDI_Bajio,215,1241,5,0,24.41,Lluvia,15000,10.54
2024-03-21,HZ-Salsa-Roja-200g,CEDI_Norte,185,1556,3,1,23.71,Lluvia,15000,10.2
2024-03-21,HZ-Salsa-Roja-200g,CEDI_Sur,207,1587,5,1,24.03,Despejado,15000,11.12
2024-03-21,HZ-Salsa-Roja-200g,CEDI_Occidente,205,1857,5,1,22.83,Despejado,15000,11.18
2024-03-21,HZ-Salsa-Roja-200g,CEDI_Bajio,186,1638,5,0,24.12,Despejado,15000,8.98
2024-03-21,HZ-Mole-Poblano-250g,CEDI_Norte,107,167,3,0,23.16,Despejado,8000,10.27
2024-03-21,HZ-Mole-Poblano-250g,CEDI_Sur,105,608,5,0,23.22,Lluvia,8000,10.84
2024-03-21,HZ-Mole-Poblano-250g,CEDI_Occidente,109,453,5,0,23.25,Tormenta,8000,8.83
2024-03-21,HZ-Mole-Poblano-250g,CEDI_Bajio,81,66,5,0,23.69,Despejado,8000,10.54
2024-03-21,HZ-Atun-Agua-140g,CEDI_Norte,90,1804,3,0,23.59,Despejado,8000,9.8
2024-03-21,HZ-Atun-Agua-140g,CEDI_Sur,107,1865,5,0,23.54,Despejado,8000,10.9
2024-03-21,HZ-Atun-Agua-140g,CEDI_Occidente,94,1181,5,0,23.56,Despejado,8000,9.62
2024-03-21,HZ-Atun-Agua-140g,CEDI_Bajio,106,1356,5,0,23.91,Despejado,8000,12.04
2024-03-21,HZ-Champiñones-380g,CEDI_Norte,93,462,3,0,23.43,Despejado,8000,9.49
2024-03-21,HZ-Champiñones-380g,CEDI_Sur,104,333,5,0,23.81,Despejado,8000,10.34
2024-03-21,HZ-Champiñones-380g,CEDI_Occidente,120,1146,5,0,23.78,Tormenta,8000,9.48
2024-03-21,HZ-Champiñones-380g,CEDI_Bajio,85,103,5,0,23.68,Lluvia,8000,10.8
2024-03-22,HZ-Salsa-Verde-200g,CEDI_Norte,200,964,3,0,24.28,Despejado,15000,11.79
2024-03-22,HZ-Salsa-Verde-200g,CEDI_Sur,209,418,5,0,23.46,Despejado,15000,10.26
2024-03-22,HZ-Salsa-Verde-200g,CEDI_Occidente,175,252,5,0,23.84,Despejado,15000,11.99
2024-03-22,HZ-Salsa-Verde-200g,CEDI_Bajio,176,1723,5,1,23.43,Despejado,15000,8.09
2024-03-22,HZ-Salsa-Roja-200g,CEDI_Norte,213,919,3,0,23.58,Despejado,15000,12.21
2024-03-22,HZ-Salsa-Roja-200g,CEDI_Sur,195,439,5,0,23.93,Tormenta,15000,10.11
2024-03-22,HZ-Salsa-Roja-200g,CEDI_Occidente,218,1260,5,0,22.83,Lluvia,15000,11.19
2024-03-22,HZ-Salsa-Roja-200g,CEDI_Bajio,197,1325,5,0,23.3,Despejado,15000,11.9
2024-03-22,HZ-Mole-Poblano-250g,CEDI_Norte,109,1278,3,0,23.15,Despejado,8000,10.5
2024-03-22,HZ-Mole-Poblano-250g,CEDI_Sur,118,872,5,0,23.49,Tormenta,8000,10.35
2024-03-22,HZ-Mole-Poblano-250g,CEDI_Occidente,86,763,5,1,23.93,Lluvia,8000,11.46
2024-03-22,HZ-Mole-Poblano-250g,CEDI_Bajio,98,1202,5,0,23.55,Despejado,8000,8.84
2024-03-22,HZ-Atun-Agua-140g,CEDI_Norte,96,101,3,1,23.25,Lluvia,8000,11.07
2024-03-22,HZ-Atun-Agua-140g,CEDI_Sur,109,1250,5,0,23.39,Despejado,8000,9.65
2024-03-22,HZ-Atun-Agua-140g,CEDI_Occidente,100,679,5,0,23.34,Despejado,8000,11.3
2024-03-22,HZ-Atun-Agua-140g,CEDI_Bajio,97,506,5,0,23.01,Despejado,8000,11.03
2024-03-22,HZ-Champiñones-380g,CEDI_Norte,91,1474,3,0,23.55,Lluvia,8000,11.62
2024-03-22,HZ-Champiñones-380g,CEDI_Sur,94,1487,5,0,23.15,Despejado,8000,9.24
2024-03-22,HZ-Champiñones-380g,CEDI_Occidente,91,1613,5,0,23.25,Despejado,8000,9.84
2024-03-22,HZ-Champiñones-380g,CEDI_Bajio,95,1737,5,0,22.45,Despejado,8000,11.91
2024-03-23,HZ-Salsa-Verde-200g,CEDI_Norte,202,224,3,0,23.19,Despejado,15000,9.44
2024-03-23,HZ-Salsa-Verde-200g,CEDI_Sur,203,288,5,0,23.04,Despejado,15000,10.76
2024-03-23,HZ-Salsa-Verde-200g,CEDI_Occidente,183,120,5,0,23.87,Lluvia,15000,11.61
2024-03-23,HZ-Salsa-Verde-200g,CEDI_Bajio,232,1647,5,0,23.48,Despejado,15000,9.74
2024-03-23,HZ-Salsa-Roja-200g,CEDI_Norte,205,1453,3,1,23.96,Lluvia,15000,11.57
2024-03-23,HZ-Salsa-Roja-200g,CEDI_Sur,199,474,5,0,24.05,Despejado,15000,9.87
2024-03-23,HZ-Salsa-Roja-200g,CEDI_Occidente,185,478,5,0,23.48,Despejado,15000,10.3
2024-03-23,HZ-Salsa-Roja-200g,CEDI_Bajio,187,567,5,0,23.75,Despejado,15000,10.54
2024-03-23,HZ-Mole-Poblano-250g,CEDI_Norte,104,883,3,0,23.12,Lluvia,8000,10.41
2024-03-23,HZ-Mole-Poblano-250g,CEDI_Sur,103,693,5,0,23.95,Lluvia,8000,11.77
2024-03-23,HZ-Mole-Poblano-250g,CEDI_Occidente,105,397,5,0,23.55,Despejado,8000,9.92
2024-03-23,HZ-Mole-Poblano-250g,CEDI_Bajio,101,1903,5,0,22.93,Despejado,8000,10.56
2024-03-23,HZ-Atun-Agua-140g,CEDI_Norte,103,632,3,0,22.93,Despejado,8000,8.89
2024-03-23,HZ-Atun-Agua-140g,CEDI_Sur,92,1862,5,0,23.6,Despejado,8000,11.44
2024-03-23,HZ-Atun-Agua-140g,CEDI_Occidente,88,1342,5,0,24.18,Despejado,8000,8.74
2024-03-23,HZ-Atun-Agua-140g,CEDI_Bajio,103,783,5,1,22.81,Despejado,8000,10.53
2024-03-23,HZ-Champiñones-380g,CEDI_Norte,106,907,3,0,23.46,Despejado,8000,11.04
2024-03-23,HZ-Champiñones-380g,CEDI_Sur,101,1295,5,0,24.15,Despejado,8000,10.61
2024-03-23,HZ-Champiñones-380g,CEDI_Occidente,93,952,5,0,24.02,Lluvia,8000,11.04
2024-03-23,HZ-Champiñones-380g,CEDI_Bajio,108,1413,5,0,23.18,Despejado,8000,10.96
2024-03-24,HZ-Salsa-Verde-200g,CEDI_Norte,198,942,3,1,23.67,Despejado,15000,8.94
2024-03-24,HZ-Salsa-Verde-200g,CEDI_Sur,207,105,5,0,24.36,Despejado,15000,10.6
2024-03-24,HZ-Salsa-Verde-200g,CEDI_Occidente,207,1337,5,0,23.15,Despejado,15000,10.63
2024-03-24,HZ-Salsa-Verde-200g,CEDI_Bajio,211,507,5,0,24.72,Despejado,15000,9.32
2024-03-24,HZ-Salsa-Roja-200g,CEDI_Norte,220,999,3,0,24.04,Despejado,15000,9.19
2024-03-24,HZ-Salsa-Roja-200g,CEDI_Sur,205,1768,5,0,24.04,Despejado,15000,12.52
2024-03-24,HZ-Salsa-Roja-200g,CEDI_Occidente,218,586,5,0,24.17,Despejado,15000,11.3
2024-03-24,HZ-Salsa-Roja-200g,CEDI_Bajio,182,1121,5,0,23.68,Despejado,15000,8.4
2024-03-24,HZ-Mole-Poblano-250g,CEDI_Norte,104,1541,3,1,23.83,Lluvia,8000,10.51
2024-03-24,HZ-Mole-Poblano-250g,CEDI_Sur,96,937,5,1,23.5,Despejado,8000,9.22
2024-03-24,HZ-Mole-Poblano-250g,CEDI_Occidente,106,507,5,0,23.88,Despejado,8000,11.1
2024-03-24,HZ-Mole-Poblano-250g,CEDI_Bajio,90,1827,5,0,23.33,Despejado,8000,10.84
2024-03-24,HZ-Atun-Agua-140g,CEDI_Norte,109,1116,3,0,24.45,Tormenta,8000,10.04
2024-03-24,HZ-Atun-Agua-140g,CEDI_Sur,114,994,5,0,23.58,Despejado,8000,11.27
2024-03-24,HZ-Atun-Agua-140g,CEDI_Occidente,96,1081,5,0,23.58,Despejado,8000,10.39
2024-03-24,HZ-Atun-Agua-140g,CEDI_Bajio,92,1820,5,0,23.81,Despejado,8000,9.7
2024-03-24,HZ-Champiñones-380g,CEDI_Norte,99,1807,3,0,23.09,Despejado,8000,8.56
2024-03-24,HZ-Champiñones-380g,CEDI_Sur,105,974,5,0,23.17,Despejado,8000,10.32
2024-03-24,HZ-Champiñones-380g,CEDI_Occidente,91,1431,5,1,23.44,Despejado,8000,9.73
2024-03-24,HZ-Champiñones-380g,CEDI_Bajio,86,1992,5,0,22.9,Despejado,8000,9.46
2024-03-25,HZ-Salsa-Verde-200g,CEDI_Norte,181,1122,3,0,23.93,Despejado,15000,12.0
2024-03-25,HZ-Salsa-Verde-200g,CEDI_Sur,199,1201,5,0,22.79,Despejado,15000,11.28
2024-03-25,HZ-Salsa-Verde-200g,CEDI_Occidente,176,1040,5,0,23.0,Despejado,15000,11.48
2024-03-25,HZ-Salsa-Verde-200g,CEDI_Bajio,186,579,5,0,23.74,Despejado,15000,10.87
2024-03-25,HZ-Salsa-Roja-200g,CEDI_Norte,201,898,3,0,22.23,Despejado,15000,12.49
2024-03-25,HZ-Salsa-Roja-200g,CEDI_Sur,202,493,5,0,23.36,Despejado,15000,11.55
2024-03-25,HZ-Salsa-Roja-200g,CEDI_Occidente,198,879,5,1,24.36,Despejado,15000,10.57
2024-03-25,HZ-Salsa-Roja-200g,CEDI_Bajio,218,1624,5,1,23.06,Despejado,15000,11.46
2024-03-25,HZ-Mole-Poblano-250g,CEDI_Norte,112,1524,3,0,23.72,Despejado,8000,10.07
